# Engineering Exam Flashcards - Anki Import Format,,
# Front,Back,Tags
"A DC series motor is supplied with 110 V, and the input current is 20 A. The armature resistance is 0.4 Î©, and the field resistance is 0.2 Î©. The other losses add up to 250 W, and the voltage drop at the brushes is 3 V. The efficiency of the motor is most nearly<br><br>[latex]A[/latex]<br><br>45%<br><br>[latex]B[/latex]<br><br>55%<br><br>[latex]C[/latex]<br><br>65%<br><br>[latex]D[/latex]<br><br>75%","The motor efficiency is defined as the ratio of motor power output to the power input.<br><img src=""images/000771.png"">  <br>See the *NCEES Handbook*, Electrical and Computer Engineering section. Power absorbed by a resistive element is given as<br><img src=""images/000289.png""> <br>The motor circuit is shown.<br><img src=""images/000747.png"">  <br>Determine the power input to the motor.<br><img src=""images/000735.png""> <br>The problem states four types of losses.<br><br>**stepÂ 1: **<br><br>Determine power loss in the armature.<br><img src=""images/000083.png""><br><br>**stepÂ 2: **<br><br>Determine power loss in the field.<br><img src=""images/000342.png""><br><br>**stepÂ 3: **<br><br>Determine power loss in the brushes.<br><img src=""images/000204.png""> <br>It is known that friction loss is 250 W.<br><br>**stepÂ 4: **<br><br>Determine the total power loss.<br><img src=""images/000043.png""><br><br>**stepÂ 5: **<br><br>Determine the power output.<br><img src=""images/000497.png""><br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_29
Several nonparallel forces hold a rigid body in equilibrium. Which of the following statements is true about the forces?<br><br>[latex]A[/latex]<br><br>The forces must be coplanar.<br><br>[latex]B[/latex]<br><br>The forces must be concurrent.<br><br>[latex]C[/latex]<br><br>The forces must be equal in magnitude.<br><br>[latex]D[/latex]<br><br>The forces must form an equilateral triangle.,"See the *NCEES Handbook*, Statics: Equilibrium Requirements section. For equilibrium to occur under a system of forces, two conditions must be met.<br><img src=""images/000207.png""> <br>The problem states the forces are nonparallel. In other words, the forces meet at a point. A system of forces that meet at a point are called concurrent forces. The resultant moment of the system of concurrent forces about their meeting point is zero. Therefore, the forces must be concurrent; otherwise, there would be a resultant moment of the point, and the body would not be in equilibrium.<br><br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_30
"Four truss elements are connected at a node as shown. Force <em>F</em>1 is 10 kN compressive, and force <em>F</em>4 is 20 kN compressive.<br><img src=""images/000523.png"">  <br>Forces <em>F</em>2 and <em>F</em>3 are, respectively,<br><br>[latex]A[/latex]<br><br>6 kN [latex]compression[/latex], 8 kN [latex]tension[/latex]<br><br>[latex]B[/latex]<br><br>6 kN [latex]tension[/latex], 8 kN [latex]compression[/latex]<br><br>[latex]C[/latex]<br><br>6 kN [latex]tension[/latex], 8 kN [latex]tension[/latex]<br><br>[latex]D[/latex]<br><br>6 kN [latex]compression[/latex], 8 kN [latex]compression[/latex]","A force with its arrow pointing toward a joint denotes a compressive force, and a force with its arrow pointing away from a joint denotes a tensile force. Assume that forces <em>F</em>2 and <em>F</em>3 are positive. From equilibrium, the sums of the force components in the <em>x</em>- and <em>y</em>-directions are zero.<br><img src=""images/000663.png""> <br>The angle *Î¸* is determined from the member slope of 3:4.<br><img src=""images/000158.png""> <br>By substituting the values into the equations,<br><img src=""images/000394.png""> <br>Force <em>F</em>3 is tensile, as shown. Similarly, from the <em>y</em>-axis,<br><img src=""images/000036.png"">  <br>The negative sign shows that <em>F</em>2 is not tensile but is a compressive force.<br><br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_31
"A shaft is subjected to loading as shown.<br><img src=""images/000011.png"">  <br>The equivalent loading at point A is most nearly<br><br>[latex]A[/latex]<br><br>âˆ’250 kN, 1550 kNÂ·m [latex]cw[/latex]<br><br>[latex]B[/latex]<br><br>250 kN, 0 kNÂ·m<br><br>[latex]C[/latex]<br><br>250 kN, 1550 kNÂ·m [latex]cw[/latex]<br><br>[latex]D[/latex]<br><br>350 kN, 0 kNÂ·m","The equivalent loading is the resultant force and accompanying moment. The resultant applied force,  <img src=""images/000637.png"">, is the algebraic sum of all applied forces at point A, as shown. Let upward force be positive.<br><img src=""images/000787.png""> <br>Next, take the moments of all applied loads about A.<br><img src=""images/000448.png"">  <img src=""images/000212.png"">  <br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_32
"A three-dimensional space truss is subjected to a combination of loads. The truss members may be subjected to<br><br>[latex]A[/latex]<br><br>axial force only<br><br>[latex]B[/latex]<br><br>axial force and shear force<br><br>[latex]C[/latex]<br><br>axial force, shear force, and bending moment<br><br>[latex]D[/latex]<br><br>axial force, shear force, bending moment, and torsion","See the *NCEES Handbook*, Statics: Statically Determinate Truss section. The trusses have pinned joints, which can transfer axial forces only. As such, truss members can be subjected to axial loads only.<br><br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_33
"A truss tower is shown.<br><img src=""images/000282.png"">  <br>At joint J, the tower carries an antenna that weighs 500 kN. The vertical reaction at support A is most nearly<br><br>[latex]A[/latex]<br><br>25.5 kN<br><br>[latex]B[/latex]<br><br>250 kN<br><br>[latex]C[/latex]<br><br>333 kN<br><br>[latex]D[/latex]<br><br>indeterminate, since the tower is indeterminate","The truss tower is a rigid body, and its reactions can be determined using the equilibrium conditions<br><img src=""images/000595.png""> <br>Use the sum of moments about B to find <em>V</em>A.<br><img src=""images/000463.png""> <br>Shortcut: The applied vertical load is 500 kN. Therefore, the sum of the vertical reactions at A and B is also 500 kN. Due to symmetry, the vertical reactions at supports A and B are equal. Therefore, both vertical reactions are 250 kN.<br><br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_34
"A composite beam-slab section is shown.<br><img src=""images/000514.png"">  <br>The concrete strength is 5000 psi, and the steel section is a 14 in Ã— 48 in beam [latex]<em>F</em><em>y</em> = 60 ksi[/latex]. The distance from the bottom flange to the centroid of the composite section is most nearly<br><br>[latex]A[/latex]<br><br>9.92 in<br><br>[latex]B[/latex]<br><br>10.8 in<br><br>[latex]C[/latex]<br><br>13.8 in<br><br>[latex]D[/latex]<br><br>16.4 in","Material properties such as strength and modulus of elasticity are not considered in computing the centroid of a composite section. The centroid can be found by summation.<br><img src=""images/000213.png""> <br>The areas of the components are<br><img src=""images/000360.png""> <br>The centroid of each component is at its middepth.<br><img src=""images/000105.png""> <br>The distance to the centroid of the composite section is<br><img src=""images/000698.png"">  <br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_35
"Two identical steel bars are welded together, one on the top of the other. The ratio of the moment of inertia [latex]MOI[/latex] of the welded bars to the MOI of a single bar is most nearly<br><br>[latex]A[/latex]<br><br>2<br><br>[latex]B[/latex]<br><br>4<br><br>[latex]C[/latex]<br><br>8<br><br>[latex]D[/latex]<br><br>16","The MOI of a rectangular section with width <em>b</em> and depth <em>d</em> about its axis is determined using the formula<br><img src=""images/000407.png""> <br>For the welded bars, the depth increases to 2<em>d</em>, as shown.<br><img src=""images/000174.png"">  <br>Therefore, the MOI of the welded bars is<br><img src=""images/000308.png"">  <br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_36
"A concrete block weighing 150 lbf is resting on a plane surface. Which statements are true? Select all that apply.<br><br>[latex]A[/latex]<br><br>Limiting friction is defined as the maximum frictional force, which comes into play when a body just begins to slide over the surface of another body.<br><br>[latex]B[/latex]<br><br>The force of friction between the two surfaces increases if the contact area is reduced.<br><br>[latex]C[/latex]<br><br>The force of friction between the two surfaces decreases if the contact area is reduced.<br><br>[latex]D[/latex]<br><br>The force of friction between the two surfaces is independent of the contact area.<br><br>[latex]E[/latex]<br><br>The force of friction between the two surfaces is independent of the speed at which the block slides on the surface.","See the *NCEES Handbook*, Statics: Friction section. Limiting friction is defined as the maximum frictional force, which comes into play when a body just begins to slide over the surface of another body. Thus, option A is correct.<br><br>The frictional force is a vector and is independent of the area of contact. Thus, statements B and C are incorrect, and statement D is correct.<br><br>As a body starts to slide, the force of friction remains constant at moderate speeds, but decreases slightly as the speed increases. Thus, statement E is incorrect.<br><br>***The answer is [latex]A[/latex] and [latex]D[/latex].***",ME_Exam;Problem_37
"A block weighing 500 lbf is placed on a sloping plane with a friction coefficient of 0.5. The block is connected to a cable that is in tension as shown.<br><img src=""images/000701.png"">  <br>The friction coefficient between the cable and the pulley is 0.2. The minimum force, <em>T</em>2, required to pull the block up the slope is most nearly<br><br>[latex]A[/latex]<br><br>51 lbf<br><br>[latex]B[/latex]<br><br>110 lbf<br><br>[latex]C[/latex]<br><br>250 lbf<br><br>[latex]D[/latex]<br><br>500 lbf","Consider equilibrium along the <em>x</em>-axis and <em>y</em>-axis at impeding motion between the block and the plane, as shown. Determine the force needed to stop the block from sliding down.<br><img src=""images/000690.png""> <br>For the pulley, use the belt friction formula.<br><img src=""images/000032.png"">  <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_38
"An asymmetrical truss is shown.<br><img src=""images/000261.png"">  <br>It carries a vertical load of 10 kN at joint E. Which members in the truss have zero force?<br><br>[latex]A[/latex]<br><br>AB, EJ, JD, JC<br><br>[latex]B[/latex]<br><br>EK, FK, AB, BG<br><br>[latex]C[/latex]<br><br>BG, CH, DJ, EJ<br><br>[latex]D[/latex]<br><br>EK, DJ, CJ, CH, BH, BG","Use the truss analysis method given the *NCEES Handbook*. Alternately, use the zero-force member rule, which states that the force in a member is zero if<br><br>[latex]a[/latex] two noncollinear members are connected to a joint that has no external loads or reactions applied to it; then, the force in both members is zero, or<br><br>[latex]b[/latex] in a three-member joint, two members are collinear, and the joint has no external loads or reactions applied to it; then, the force in the noncollinear member is zero.<br><br>**stepÂ 1: **<br><br>Since the load is applied to point E, all members [latex]AB, BC, CD, DE, EF[/latex] along the bottom chord have nonzero force.<br><br>**stepÂ 2: **<br><br>Since the reactions at supports A and F are nonzero, the forces in the member AJ and FJ are nonzero.<br><br>**stepÂ 3: **<br><br>Apply the zero-force rule to all other members. Thus, the six zero-force members are EK, DJ, CJ, CH, BH, and BG.<br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_39
Which statement is true?<br><br>[latex]A[/latex]<br><br>Work is said to be done if force is applied and no displacement takes place.<br><br>[latex]B[/latex]<br><br>Work is said to be done if no force is applied and displacement takes place.<br><br>[latex]C[/latex]<br><br>A body is said to have energy even though it is not moving.<br><br>[latex]D[/latex]<br><br>The total energy possessed by a moving body at a constant velocity varies with time.,"See the *NCEES Handbook*, Dynamics: Work section. Work is defined as the product of force and distance travelled and expressed as<br><img src=""images/000215.png"">  <br>In defining work, statement A has no displacement, and statement B has no force. Therefore, statements A and B are incorrect. A body can have energy even though it is not moving; it can have energy by virtue of its position. It is called potential energy. Therefore, statement C is correct. In this case, the total energy of a moving body equals its kinetic energy [latex]KE[/latex], which is defined as<br><img src=""images/000467.png""> <br>In the KE equation, the velocity, v, is constant over time. Therefore, KE also remains constant over time. Statement D is incorrect.<br><br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_40
"A 10,000 lbf vehicle traveling at 60 mph comes to a stop without skidding. The wheelbase and center of gravity of the vehicle are shown.<br><img src=""images/000664.png"">  <br>The coefficient of friction is 0.35. The additional load that will be imposed on the front axle due to deceleration is most nearly<br><br>[latex]A[/latex]<br><br>1200 lbf<br><br>[latex]B[/latex]<br><br>3500 lbf<br><br>[latex]C[/latex]<br><br>6500 lbf<br><br>[latex]D[/latex]<br><br>8800 lbf","The question asks for the additional load induced in the front axle. Therefore, the wheel reactions due to gravity load are excluded.<br><img src=""images/000296.png""> <br>Consider the energy equation:<br><img src=""images/000307.png""> <br>The force <em>F</em> acts horizontally at the CG, which is located 3 ft above ground. Taking the moment about the rear axle B,<br><img src=""images/000399.png""> <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_41
"An elevator is designed to carry a 1000 lbf load, including its self-weight. The elevator is hung by a single cable, as shown.<br><img src=""images/000247.png"">  <br>The elevator accelerates upward at a constant rate of 10 ft/sec2. The service load on the cable is most nearly<br><br>[latex]A[/latex]<br><br>310 lbf<br><br>[latex]B[/latex]<br><br>690 lbf<br><br>[latex]C[/latex]<br><br>1000 lbf<br><br>[latex]D[/latex]<br><br>1300 lbf","See the *NCEES Handbook*, Dynamics: Particle Kinetics section. Use Newtonâ€™s second law of motion.<br><img src=""images/000481.png""> <br><br>**stepÂ 1: **<br><br>Under static condition, for equilibrium, <em>T</em> = <em>W</em>, where <em>T</em> is the tension in the cable and <em>W</em> is the total weight of the elevator.<br><br>**stepÂ 2: **<br><br>For dynamic equilibrium, the maximum tension in the cable, <em>T</em>, occurs during the period the elevator is being accelerated upward.<br><img src=""images/000724.png""><br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_42
A 1 kip force is used to compress a spring by 4 in from its free length of 8 in. The spring acts linearly. The work done in compressing the spring an additional 4 in is most nearly<br><br>[latex]A[/latex]<br><br>2 in-kip<br><br>[latex]B[/latex]<br><br>4 in-kip<br><br>[latex]C[/latex]<br><br>6 in-kip<br><br>[latex]D[/latex]<br><br>8 in-kip,"The applied force, <em>F</em>, is proportional to the spring deformation, <em>x</em>. Therefore, the spring force-deformation relationship is<br><img src=""images/000483.png"">  <br><em>k</em> is the spring constant. <br><img src=""images/000751.png""> <br>Work done, *W,* equals force Ã— distance traveled [latex]i.e., from 8 in height to 4 in[/latex].<br><img src=""images/000628.png"">  <br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_43
"A crank shaft is 50 cm long and rotates about point A, as shown.<br><img src=""images/000696.png"">  <br>If the shaft is rotating at a constant angular velocity of 20 rad/s, the acceleration at its tip, B, is most nearly<br><br>[latex]A[/latex]<br><br>20 m/s2<br><br>[latex]B[/latex]<br><br>200 m/s2<br><br>[latex]C[/latex]<br><br>310 m/s2<br><br>[latex]D[/latex]<br><br>1000 m/s2","The acceleration, *Î±*, of a particle rotating at a distance <em>r</em> from a fixed point has two components: tangential and radial.<br><img src=""images/000070.png""> <br>The radial acceleration is<br><img src=""images/000150.png""> <br>In this case, the shaft is rotating at a constant velocity, so its angular acceleration is zero. Therefore, its tangential acceleration, *Î±*<em>t</em>, is 0.<br><img src=""images/000378.png""> <br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_44
"According to Kennedyâ€™s rule, when three bodies move relative to one another their instantaneous centers will lie on<br><br>[latex]A[/latex]<br><br>a straight line<br><br>[latex]B[/latex]<br><br>a circular curve<br><br>[latex]C[/latex]<br><br>a parabolic curve<br><br>[latex]D[/latex]<br><br>an elliptical curve","Kennedyâ€™s rule states that when three bodies move relative to one another, they have three instantaneous centers, all of which are on the straight line.<br><br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_45
Which one of the following statements is correct?<br><br>[latex]A[/latex]<br><br>The number of centers of gravity of the mass of the body depends on the number of principal axes of the body.<br><br>[latex]B[/latex]<br><br>The radius of gyration is defined as the square of the distance from a given reference where the whole mass or area of the body is assumed to be concentrated to give the same value of the moment of inertia.<br><br>[latex]C[/latex]<br><br>The maximum moment of inertia is at the centroidal axis of the section.<br><br>[latex]D[/latex]<br><br>The least moment of inertia is at the centroidal axis of the section.,"See the *NCEES Handbook*, Statics: Centroids of Masses, Areas, Lengths, and Volume, Statics: Moment of Inertia, and Dynamics: Mass Moment of Inertia sections.<br><br>A body has only one centroid where the entire mass of the body is assumed to be concentrated. Therefore, statement A is incorrect.<br><br>The radius of gyration is defined as the distance from a given reference where the whole mass or area of the body is assumed to be concentrated to give the same value of the moment of inertia. Statement B is incorrect.<br><br>The least moment of inertia is at the centroidal axis of the section. Therefore, statement C is incorrect, and statement D is correct.<br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_46
"The Charpy test machine is used to determine the impact load capacity of a test specimen, as shown.<br><img src=""images/000742.png"">  <br>The machine has a 10 lbf striking pendulum. The pendulumâ€™s center of mass is at a distance of 3 ft from the pivot point of the pendulum. The scale of the machine is zero degrees in the vertical line and is graduated on both sides from zero. During an impact test, the angle of fall was 90Â°, and the angle of rise after breaking the specimen was 15Â°. The energy required to break the specimen is most nearly<br><br>[latex]A[/latex]<br><br>13 ft-lbf<br><br>[latex]B[/latex]<br><br>19 ft-lbf<br><br>[latex]C[/latex]<br><br>29 ft-lbf<br><br>[latex]D[/latex]<br><br>33 ft-lbf","According to the *NCEES Handbook*, Materials Science/Structure of Matter section, the Charpy test is used to determine the amount of energy required to cause failure in standardized specimen. The principle of a Charpy machine is that the pendulumâ€™s potential energy is lost in causing failure of the test specimen. Use the *NCEES Handbook*, Dynamics: Potential Energy section to determine the energy. The energy absorbed by the specimen in breaking, Î”<em>U</em>, is equal to the potential energy [latex]PE[/latex] at the angle at which the pendulum was released [latex]point A[/latex], minus the PE at the angle the pendulum reached after causing failure of the specimen [latex]point B[/latex].<br><br>**stepÂ 1: **<br><br>Take the point B as the reference plane. The general equation for the height of the pendulumâ€™s center of mass above the reference plane for any angle *Î¸* is<br><img src=""images/000028.png""><br><br>**stepÂ 2: **<br><br>Determine the initial energy of the pendulum.<br><img src=""images/000593.png""><br><br>**stepÂ 3: **<br><br>Determine the pendulum energy after breaking.<br><img src=""images/000221.png""> <br><br>**stepÂ 4: **<br><br>Determine the loss of pendulum energy in causing failure of the specimen.<br><img src=""images/000484.png""><br><br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_47
"A car weighing 6000 lbf and travelling at a speed of 30 mph crashes into a rigid wall, as shown.<br><img src=""images/000572.png"">  <br>The car front-end deforms instantaneously so that the car length is reduced by 2 ft, as shown. Assume that the car front end deforms plastically, as shown.<br><img src=""images/000051.png"">  <br>What, most nearly, is the impact force exerted on the car?<br><br>[latex]A[/latex]<br><br>6.1 kips<br><br>[latex]B[/latex]<br><br>62 kips<br><br>[latex]C[/latex]<br><br>91 kips<br><br>[latex]D[/latex]<br><br>134 kips","In this case, the carâ€™s engine provides the kinetic energy, which is dissipated by the car frontal end getting crushed, and the car length shortens. This is the distance needed to bring the car speed to zero. See the *NCEES Handbook*, Dynamics: Kinetic Energy and Work sections. Use conservation of energy and the definition of work done.<br><img src=""images/000535.png""> <img src=""images/000350.png""> <br><br>**stepÂ 1: **<br><br>Convert the carâ€™s speed from mph to ft/sec, using the *NCEES Handbook*, Units and Conversion Factors section.<br><img src=""images/000485.png""> <br><br>**stepÂ 2: **<br><br>Determine the distance, *Î´*.<br><img src=""images/000704.png""><br><br>**stepÂ 3: **<br><br>Determine the impact force on the car.<br><img src=""images/000279.png""> <br><br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_48
"A spring has a stiffness of 8 kips/ft and is carrying a 4 lbf weight. There is no damping device attached to the spring, as shown.<br><img src=""images/000200.png"">  <br>Assume <em>g</em> = 32 ft/sec2. Which of the following is the equation of motion of the spring?<br><br>[latex]A[/latex]<br><br>*Ã¿* \+ 64<em>y</em> = 0<br><br>[latex]B[/latex]<br><br>*Ã¿* \+ 32<em>y</em> = 0<br><br>[latex]C[/latex]<br><br>*Ã¿* \+ 8<em>y</em>= 0<br><br>[latex]D[/latex]<br><br>*Ã¿* \+ 4*yÌ‡* \+ 32= 0","See *NCEES Reference Handbook*, Dynamics: Free and Forced Vibrations. The equation of motion for a single degree-of-freedom vibration system, containing a mass <em>m</em>, a spring <em>k</em>, and a viscous damper *c,* in terms of <em>y</em>, is<br><img src=""images/000331.png""> <br><br>**stepÂ 1: **<br><br>For an undamped system, damping, <em>c</em> = 0. Therefore, the equation reduces to<br><img src=""images/000263.png""> <br>Substitute the values of <em>k</em> and <em>m</em> into the differential equation.<br><img src=""images/000139.png""><br><br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_49
"Consider a simply supported beam and its shear force [latex]S.F.[/latex] diagram shown. The beam loading information is not available.<br><img src=""images/000502.png"">  <br>The maximum bending moment in the beam is most nearly<br><br>[latex]A[/latex]<br><br>0 kNÂ·m<br><br>[latex]B[/latex]<br><br>15,000 kN-m<br><br>[latex]C[/latex]<br><br>20,000 kNÂ·m<br><br>[latex]D[/latex]<br><br>40,000 kNÂ·m","The maximum bending moment occurs at the section where shear force is zero. In this case, the shear force is zero at point C. Therefore, the maximum bending moment is at point C. The change in the bending moment between two points in a beam equals the area of the S.F. diagram between the two points.<br><img src=""images/000332.png"">  <br>Since the beam is simply supported,<br><img src=""images/000017.png""> <img src=""images/000054.png""> <br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_50
"A point in a thin metallic plate is under biaxial stress of 100 ksi in the *x-*direction and 50 ksi in the *y-*direction, as shown.<br><img src=""images/000624.png"">  <br>The normal stress at 30Â° from the minor axis as shown is most nearly<br><br>[latex]A[/latex]<br><br>25 ksi<br><br>[latex]B[/latex]<br><br>35 ksi<br><br>[latex]C[/latex]<br><br>50 ksi<br><br>[latex]D[/latex]<br><br>75 ksi","Use the Mohr Circle method as given in the *NCEES Handbook*. Draw the circle as shown.<br><img src=""images/000068.png"">  <br>The circle is drawn with the center on the normal stress. Its center C is located at<br><img src=""images/000602.png"">  <br>The radius of the Mohrâ€™s circle is<br><img src=""images/000693.png"">  <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_51
"A 1 m long, 20 cm wide, and 20 mm thick aluminum bar is pulled by a 300 kN axial force. The decrease in bar width is most nearly<br><br>[latex]A[/latex]<br><br>1.0 *Î¼*m<br><br>[latex]B[/latex]<br><br>36 *Î¼*m<br><br>[latex]C[/latex]<br><br>72 *Î¼*m<br><br>[latex]D[/latex]<br><br>90 *Î¼*m","This problem describes a uniaxial case of Hookeâ€™s law. The bar under tension is shown.<br><img src=""images/000369.png"">  <br>As the bar elongates, it decreases in width. The decrease in width is a function of lateral strain and the plate width.<br><img src=""images/000131.png""> <br>The material properties of aluminum are given in the Typical Material Properties table in the Mechanics of Materials section of the *NCEES Handbook*. From the conversion factors table in the Units and Conversion Factors section of the *NCEES Handbook*<br><img src=""images/000680.png""> <br><br>**stepÂ 1: **<br><br>Determine the Youngâ€™s modulus of aluminum, as given in the *NCEES Handbook*.<br><img src=""images/000739.png""><br><br>**stepÂ 2: **<br><br>Determine cross-sectional area of the bar.<br><img src=""images/000671.png""><br><br>**stepÂ 3: **<br><br>Determine axial stress in the bar.<br><img src=""images/000321.png""> <br><br>**stepÂ 4: **<br><br>Determine the longitudinal strain.<br><img src=""images/000453.png""><br><br>**stepÂ 5: **<br><br>Determine the lateral strain. The *NCEES Handbook*, Mechanics of Materials: Material Properties section, gives Poissonâ€™s ratio, *Î½*, for aluminum as 0.33.<br><br>The lateral strain is<br><img src=""images/000035.png""><br><br>**stepÂ 6: **<br><br>Determine decrease in width.<br><img src=""images/000141.png""><br><br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_52
"A steel bar is placed on top of an identical bar, and then the two are welded together, as shown.<br><img src=""images/000459.png"">  <br>The weld is adequate, and no slippage can take place during bending. What is the ratio of the combined barâ€™s bending stiffness after welding to the bending stiffness of the two bars placed one on top of the other before welding?<br><br>[latex]A[/latex]<br><br>2:1<br><br>[latex]B[/latex]<br><br>4:1<br><br>[latex]C[/latex]<br><br>8:1<br><br>[latex]D[/latex]<br><br>16:1","The bars are solid with a rectangular shape. Their stiffness is proportional to the moment of inertia [latex]MOI[/latex] of the section. For a rectangular section, the MOI is given by<br><img src=""images/000184.png""> <br>The two bars placed one on the top of the other act independently and noncompositely. Both carry equal loads, and both deflect equally, as shown.<br><img src=""images/000507.png"">  <img src=""images/000239.png"">  <br>After welding, the two sections act as a composite section that has a total depth of 2*d.* Its MOI is given by<br><img src=""images/000522.png""> <br>The ratio of composite MOI to the noncomposite MOI is 8/2, or 4:1.<br><br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_53
A 12 in outer diameter steel tube has a wall thickness of 1 in. The tube is 10 ft long and is subjected to a torque of 100 ft-kips at its ends. The angle of twist between its ends is most nearly<br><br>[latex]A[/latex]<br><br>0.18Â°<br><br>[latex]B[/latex]<br><br>0.71Â°<br><br>[latex]C[/latex]<br><br>1.6Â°<br><br>[latex]D[/latex]<br><br>3.1Â°,"The angle of rotation of the tube, in radians, is given by<br><img src=""images/000732.png""> <br>The shear modulus, <em>G</em>, for steel is 11 Mpsi.<br><br>**stepÂ 1: **<br><br>Determine the polar moment of inertia, <em>J</em>, for a hollow tube.<br><img src=""images/000426.png"">  <br>The outer diameter is<br><img src=""images/000465.png"">  <br>The inner diameter is<br><img src=""images/000330.png""> <br>The polar moment of inertia is<br><img src=""images/000260.png"">  <br>Use this value for the polar moment of inertia to calculate the angle of rotation of the tube.<br><img src=""images/000009.png""><br><br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_54
Which of the following is a correct statement?<br><br>[latex]A[/latex]<br><br>The elongation of a bar in the direction of the force is called longitudinal strain.<br><br>[latex]B[/latex]<br><br>Poissonâ€™s ratio is defined as the ratio of longitudinal strain to lateral strain.<br><br>[latex]C[/latex]<br><br>The bulk modulus is defined as the ratio of linear stress to linear strain.<br><br>[latex]D[/latex]<br><br>The volumetric strain is defined as the ratio of change in volume to original volume.,"See the *NCEES Handbook*, Mechanics of Materials section.<br><br>The longitudinal strain is defined as the elongation of a bar per unit length in the direction of the force. Therefore, statement A is incorrect.<br><br>Poissonâ€™s ratio is defined as the ratio of lateral strain to longitudinal strain. Therefore, statement B is incorrect.<br><br>When a body is subjected to a triaxial loading of equal intensity, the ratio of direct stress to the corresponding strain is called bulk modulus. Therefore, statement C is incorrect.<br><br>The volumetric strain is defined as the ratio of change in volume to original volume. Therefore, statement D is correct.<br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_55
"Two bars, A and B, of equal lengths are joined and act compositely. Bar A has higher modulus of thermal expansion than bar B. When the system temperature is raised, what type of stress will be induced in bar A?<br><br>[latex]A[/latex]<br><br>compressive stress<br><br>[latex]B[/latex]<br><br>tensile stress<br><br>[latex]C[/latex]<br><br>shear stress<br><br>[latex]D[/latex]<br><br>zero stress","As the temperature rises, bar A tends to expand more than bar B, as shown.<br><img src=""images/000170.png"">  <br>In an unrestrained situation, neither bar would have any induced stress. If they are restrained to expand or contract equally, stresses would be induced in both bars. Bar A is not able to fully expand due to restraint caused by bar B. As such, bar A is in compression, bar B is in tension, and both bars expand equally.<br><br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_56
