"Front","Back","Tags"
"A DC series motor is supplied with 110 V, and the input current is 20 A. The armature resistance is 0.4 Ω, and the field resistance is 0.2 Ω. The other losses add up to 250 W, and the voltage drop at the brushes is 3 V. The efficiency of the motor is most nearly<br><br>$A\$<br><br>45%<br><br>$B\$<br><br>55%<br><br>$C\$<br><br>65%<br><br>$D\$<br><br>75%","The motor efficiency is defined as the ratio of motor power output to the power input.<br><img src=""000771.png"">  <br>See the <em>NCEES Handbook</em>, Electrical and Computer Engineering section. Power absorbed by a resistive element is given as<br><img src=""000289.png""> <br>The motor circuit is shown.<br><img src=""000747.png"">  <br>Determine the power input to the motor.<br><img src=""000735.png""> <br>The problem states four types of losses.<br><br>*<em>step 1: </em><em><br><br>Determine power loss in the armature.<br><img src=""000083.png""><br><br></em><em>step 2: </em><em><br><br>Determine power loss in the field.<br><img src=""000342.png""><br><br></em><em>step 3: </em><em><br><br>Determine power loss in the brushes.<br><img src=""000204.png""> <br>It is known that friction loss is 250 W.<br><br></em><em>step 4: </em><em><br><br>Determine the total power loss.<br><img src=""000043.png""><br><br></em><em>step 5: </em><em><br><br>Determine the power output.<br><img src=""000497.png""><br><br></em>*<em>The answer is $D\$.</em>**","ME_Exam,Problem_29"
"Several nonparallel forces hold a rigid body in equilibrium. Which of the following statements is true about the forces?<br><br>$A\$<br><br>The forces must be coplanar.<br><br>$B\$<br><br>The forces must be concurrent.<br><br>$C\$<br><br>The forces must be equal in magnitude.<br><br>$D\$<br><br>The forces must form an equilateral triangle.","See the <em>NCEES Handbook</em>, Statics: Equilibrium Requirements section. For equilibrium to occur under a system of forces, two conditions must be met.<br><img src=""000207.png""> <br>The problem states the forces are nonparallel. In other words, the forces meet at a point. A system of forces that meet at a point are called concurrent forces. The resultant moment of the system of concurrent forces about their meeting point is zero. Therefore, the forces must be concurrent; otherwise, there would be a resultant moment of the point, and the body would not be in equilibrium.<br><br>**<em>The answer is $B\$.</em>**","ME_Exam,Problem_30"
"Four truss elements are connected at a node as shown. Force <em>F</em>1 is 10 kN compressive, and force <em>F</em>4 is 20 kN compressive.<br><img src=""000523.png"">  <br>Forces <em>F</em>2 and <em>F</em>3 are, respectively,<br><br>$A\$<br><br>6 kN $compression\$, 8 kN $tension\$<br><br>$B\$<br><br>6 kN $tension\$, 8 kN $compression\$<br><br>$C\$<br><br>6 kN $tension\$, 8 kN $tension\$<br><br>$D\$<br><br>6 kN $compression\$, 8 kN $compression\$","A force with its arrow pointing toward a joint denotes a compressive force, and a force with its arrow pointing away from a joint denotes a tensile force. Assume that forces <em>F</em>2 and <em>F</em>3 are positive. From equilibrium, the sums of the force components in the <em>x</em>- and <em>y</em>-directions are zero.<br><img src=""000663.png""> <br>The angle <em>θ</em> is determined from the member slope of 3:4.<br><img src=""000158.png""> <br>By substituting the values into the equations,<br><img src=""000394.png""> <br>Force <em>F</em>3 is tensile, as shown. Similarly, from the <em>y</em>-axis,<br><img src=""000036.png"">  <br>The negative sign shows that <em>F</em>2 is not tensile but is a compressive force.<br><br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_31"
"A shaft is subjected to loading as shown.<br><img src=""000011.png"">  <br>The equivalent loading at point A is most nearly<br><br>$A\$<br><br>−250 kN, 1550 kN·m $cw\$<br><br>$B\$<br><br>250 kN, 0 kN·m<br><br>$C\$<br><br>250 kN, 1550 kN·m $cw\$<br><br>$D\$<br><br>350 kN, 0 kN·m","The equivalent loading is the resultant force and accompanying moment. The resultant applied force,  <img src=""000637.png"">, is the algebraic sum of all applied forces at point A, as shown. Let upward force be positive.<br><img src=""000787.png""> <br>Next, take the moments of all applied loads about A.<br><img src=""000448.png"">  <img src=""000212.png"">  <br>**<em>The answer is $C\$.</em>**","ME_Exam,Problem_32"
"A three-dimensional space truss is subjected to a combination of loads. The truss members may be subjected to<br><br>$A\$<br><br>axial force only<br><br>$B\$<br><br>axial force and shear force<br><br>$C\$<br><br>axial force, shear force, and bending moment<br><br>$D\$<br><br>axial force, shear force, bending moment, and torsion","See the <em>NCEES Handbook</em>, Statics: Statically Determinate Truss section. The trusses have pinned joints, which can transfer axial forces only. As such, truss members can be subjected to axial loads only.<br><br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_33"
"A truss tower is shown.<br><img src=""000282.png"">  <br>At joint J, the tower carries an antenna that weighs 500 kN. The vertical reaction at support A is most nearly<br><br>$A\$<br><br>25.5 kN<br><br>$B\$<br><br>250 kN<br><br>$C\$<br><br>333 kN<br><br>$D\$<br><br>indeterminate, since the tower is indeterminate","The truss tower is a rigid body, and its reactions can be determined using the equilibrium conditions<br><img src=""000595.png""> <br>Use the sum of moments about B to find <em>V</em>A.<br><img src=""000463.png""> <br>Shortcut: The applied vertical load is 500 kN. Therefore, the sum of the vertical reactions at A and B is also 500 kN. Due to symmetry, the vertical reactions at supports A and B are equal. Therefore, both vertical reactions are 250 kN.<br><br>**<em>The answer is $B\$.</em>**","ME_Exam,Problem_34"
"A composite beam-slab section is shown.<br><img src=""000514.png"">  <br>The concrete strength is 5000 psi, and the steel section is a 14 in × 48 in beam $<em>F</em><em>y</em> = 60 ksi\$. The distance from the bottom flange to the centroid of the composite section is most nearly<br><br>$A\$<br><br>9.92 in<br><br>$B\$<br><br>10.8 in<br><br>$C\$<br><br>13.8 in<br><br>$D\$<br><br>16.4 in","Material properties such as strength and modulus of elasticity are not considered in computing the centroid of a composite section. The centroid can be found by summation.<br><img src=""000213.png""> <br>The areas of the components are<br><img src=""000360.png""> <br>The centroid of each component is at its middepth.<br><img src=""000105.png""> <br>The distance to the centroid of the composite section is<br><img src=""000698.png"">  <br>**<em>The answer is $D\$.</em>**","ME_Exam,Problem_35"
"Two identical steel bars are welded together, one on the top of the other. The ratio of the moment of inertia $MOI\$ of the welded bars to the MOI of a single bar is most nearly<br><br>$A\$<br><br>2<br><br>$B\$<br><br>4<br><br>$C\$<br><br>8<br><br>$D\$<br><br>16","The MOI of a rectangular section with width <em>b</em> and depth <em>d</em> about its axis is determined using the formula<br><img src=""000407.png""> <br>For the welded bars, the depth increases to 2<em>d</em>, as shown.<br><img src=""000174.png"">  <br>Therefore, the MOI of the welded bars is<br><img src=""000308.png"">  <br>**<em>The answer is $C\$.</em>**","ME_Exam,Problem_36"
"A concrete block weighing 150 lbf is resting on a plane surface. Which statements are true? Select all that apply.<br><br>$A\$<br><br>Limiting friction is defined as the maximum frictional force, which comes into play when a body just begins to slide over the surface of another body.<br><br>$B\$<br><br>The force of friction between the two surfaces increases if the contact area is reduced.<br><br>$C\$<br><br>The force of friction between the two surfaces decreases if the contact area is reduced.<br><br>$D\$<br><br>The force of friction between the two surfaces is independent of the contact area.<br><br>$E\$<br><br>The force of friction between the two surfaces is independent of the speed at which the block slides on the surface.","See the <em>NCEES Handbook</em>, Statics: Friction section. Limiting friction is defined as the maximum frictional force, which comes into play when a body just begins to slide over the surface of another body. Thus, option A is correct.<br><br>The frictional force is a vector and is independent of the area of contact. Thus, statements B and C are incorrect, and statement D is correct.<br><br>As a body starts to slide, the force of friction remains constant at moderate speeds, but decreases slightly as the speed increases. Thus, statement E is incorrect.<br><br>**<em>The answer is $A\$ and $D\$.</em>**","ME_Exam,Problem_37"
"A block weighing 500 lbf is placed on a sloping plane with a friction coefficient of 0.5. The block is connected to a cable that is in tension as shown.<br><img src=""000701.png"">  <br>The friction coefficient between the cable and the pulley is 0.2. The minimum force, <em>T</em>2, required to pull the block up the slope is most nearly<br><br>$A\$<br><br>51 lbf<br><br>$B\$<br><br>110 lbf<br><br>$C\$<br><br>250 lbf<br><br>$D\$<br><br>500 lbf","Consider equilibrium along the <em>x</em>-axis and <em>y</em>-axis at impeding motion between the block and the plane, as shown. Determine the force needed to stop the block from sliding down.<br><img src=""000690.png""> <br>For the pulley, use the belt friction formula.<br><img src=""000032.png"">  <br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_38"
"An asymmetrical truss is shown.<br><img src=""000261.png"">  <br>It carries a vertical load of 10 kN at joint E. Which members in the truss have zero force?<br><br>$A\$<br><br>AB, EJ, JD, JC<br><br>$B\$<br><br>EK, FK, AB, BG<br><br>$C\$<br><br>BG, CH, DJ, EJ<br><br>$D\$<br><br>EK, DJ, CJ, CH, BH, BG","Use the truss analysis method given the <em>NCEES Handbook</em>. Alternately, use the zero-force member rule, which states that the force in a member is zero if<br><br>$a\$ two noncollinear members are connected to a joint that has no external loads or reactions applied to it; then, the force in both members is zero, or<br><br>$b\$ in a three-member joint, two members are collinear, and the joint has no external loads or reactions applied to it; then, the force in the noncollinear member is zero.<br><br>*<em>step 1: </em><em><br><br>Since the load is applied to point E, all members $AB, BC, CD, DE, EF\$ along the bottom chord have nonzero force.<br><br></em><em>step 2: </em><em><br><br>Since the reactions at supports A and F are nonzero, the forces in the member AJ and FJ are nonzero.<br><br></em><em>step 3: </em><em><br><br>Apply the zero-force rule to all other members. Thus, the six zero-force members are EK, DJ, CJ, CH, BH, and BG.<br><br></em>*<em>The answer is $D\$.</em>**","ME_Exam,Problem_39"
"Which statement is true?<br><br>$A\$<br><br>Work is said to be done if force is applied and no displacement takes place.<br><br>$B\$<br><br>Work is said to be done if no force is applied and displacement takes place.<br><br>$C\$<br><br>A body is said to have energy even though it is not moving.<br><br>$D\$<br><br>The total energy possessed by a moving body at a constant velocity varies with time.","See the <em>NCEES Handbook</em>, Dynamics: Work section. Work is defined as the product of force and distance travelled and expressed as<br><img src=""000215.png"">  <br>In defining work, statement A has no displacement, and statement B has no force. Therefore, statements A and B are incorrect. A body can have energy even though it is not moving; it can have energy by virtue of its position. It is called potential energy. Therefore, statement C is correct. In this case, the total energy of a moving body equals its kinetic energy $KE\$, which is defined as<br><img src=""000467.png""> <br>In the KE equation, the velocity, v, is constant over time. Therefore, KE also remains constant over time. Statement D is incorrect.<br><br>**<em>The answer is $C\$.</em>**","ME_Exam,Problem_40"
"SCHEDULED: <2024-06-25 Tue><br>:PROPERTIES:<br>:ID:       9f9f74fe-2f50-4db9-a7a8-45af3197058b<br>:DRILL_LAST_INTERVAL: 5.0<br>:DRILL_REPEATS_SINCE_FAIL: 1<br>:DRILL_TOTAL_REPEATS: 1<br>:DRILL_FAILURE_COUNT: 0<br>:DRILL_AVERAGE_QUALITY: 0.0<br>:DRILL_EASE: 2.5<br>:DRILL_LAST_QUALITY: 3<br>:DRILL_LAST_REVIEWED: [Y-06-20 Thu 15:%]<br>:END:<br><br>A 10,000 lbf vehicle traveling at 60 mph comes to a stop without skidding. The wheelbase and center of gravity of the vehicle are shown.<br><img src=""000664.png"">  <br>The coefficient of friction is 0.35. The additional load that will be imposed on the front axle due to deceleration is most nearly<br><br>$A\$<br><br>1200 lbf<br><br>$B\$<br><br>3500 lbf<br><br>$C\$<br><br>6500 lbf<br><br>$D\$<br><br>8800 lbf","The question asks for the additional load induced in the front axle. Therefore, the wheel reactions due to gravity load are excluded.<br><img src=""000296.png""> <br>Consider the energy equation:<br><img src=""000307.png""> <br>The force <em>F</em> acts horizontally at the CG, which is located 3 ft above ground. Taking the moment about the rear axle B,<br><img src=""000399.png""> <br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_41"
"An elevator is designed to carry a 1000 lbf load, including its self-weight. The elevator is hung by a single cable, as shown.<br><img src=""000247.png"">  <br>The elevator accelerates upward at a constant rate of 10 ft/sec2. The service load on the cable is most nearly<br><br>$A\$<br><br>310 lbf<br><br>$B\$<br><br>690 lbf<br><br>$C\$<br><br>1000 lbf<br><br>$D\$<br><br>1300 lbf","See the <em>NCEES Handbook</em>, Dynamics: Particle Kinetics section. Use Newton’s second law of motion.<br><img src=""000481.png""> <br><br>*<em>step 1: </em><em><br><br>Under static condition, for equilibrium, </em>T<em> = </em>W<em>, where </em>T<em> is the tension in the cable and </em>W<em> is the total weight of the elevator.<br><br></em><em>step 2: </em><em><br><br>For dynamic equilibrium, the maximum tension in the cable, </em>T<em>, occurs during the period the elevator is being accelerated upward.<br><img src=""000724.png""><br><br></em>*<em>The answer is $D\$.</em>**","ME_Exam,Problem_42"
"A 1 kip force is used to compress a spring by 4 in from its free length of 8 in. The spring acts linearly. The work done in compressing the spring an additional 4 in is most nearly<br><br>$A\$<br><br>2 in-kip<br><br>$B\$<br><br>4 in-kip<br><br>$C\$<br><br>6 in-kip<br><br>$D\$<br><br>8 in-kip","The applied force, <em>F</em>, is proportional to the spring deformation, <em>x</em>. Therefore, the spring force-deformation relationship is<br><img src=""000483.png"">  <br><em>k</em> is the spring constant. <br><img src=""000751.png""> <br>Work done, <em>W,</em> equals force × distance traveled $i.e., from 8 in height to 4 in\$.<br><img src=""000628.png"">  <br>**<em>The answer is $C\$.</em>**","ME_Exam,Problem_43"
"A crank shaft is 50 cm long and rotates about point A, as shown.<br><img src=""000696.png"">  <br>If the shaft is rotating at a constant angular velocity of 20 rad/s, the acceleration at its tip, B, is most nearly<br><br>$A\$<br><br>20 m/s2<br><br>$B\$<br><br>200 m/s2<br><br>$C\$<br><br>310 m/s2<br><br>$D\$<br><br>1000 m/s2","The acceleration, <em>α</em>, of a particle rotating at a distance <em>r</em> from a fixed point has two components: tangential and radial.<br><img src=""000070.png""> <br>The radial acceleration is<br><img src=""000150.png""> <br>In this case, the shaft is rotating at a constant velocity, so its angular acceleration is zero. Therefore, its tangential acceleration, <em>α</em><em>t</em>, is 0.<br><img src=""000378.png""> <br>**<em>The answer is $B\$.</em>**","ME_Exam,Problem_44"
"According to Kennedy’s rule, when three bodies move relative to one another their instantaneous centers will lie on<br><br>$A\$<br><br>a straight line<br><br>$B\$<br><br>a circular curve<br><br>$C\$<br><br>a parabolic curve<br><br>$D\$<br><br>an elliptical curve","Kennedy’s rule states that when three bodies move relative to one another, they have three instantaneous centers, all of which are on the straight line.<br><br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_45"
"Which one of the following statements is correct?<br><br>$A\$<br><br>The number of centers of gravity of the mass of the body depends on the number of principal axes of the body.<br><br>$B\$<br><br>The radius of gyration is defined as the square of the distance from a given reference where the whole mass or area of the body is assumed to be concentrated to give the same value of the moment of inertia.<br><br>$C\$<br><br>The maximum moment of inertia is at the centroidal axis of the section.<br><br>$D\$<br><br>The least moment of inertia is at the centroidal axis of the section.","See the <em>NCEES Handbook</em>, Statics: Centroids of Masses, Areas, Lengths, and Volume, Statics: Moment of Inertia, and Dynamics: Mass Moment of Inertia sections.<br><br>A body has only one centroid where the entire mass of the body is assumed to be concentrated. Therefore, statement A is incorrect.<br><br>The radius of gyration is defined as the distance from a given reference where the whole mass or area of the body is assumed to be concentrated to give the same value of the moment of inertia. Statement B is incorrect.<br><br>The least moment of inertia is at the centroidal axis of the section. Therefore, statement C is incorrect, and statement D is correct.<br><br>**<em>The answer is $D\$.</em>**","ME_Exam,Problem_46"
"The Charpy test machine is used to determine the impact load capacity of a test specimen, as shown.<br><img src=""000742.png"">  <br>The machine has a 10 lbf striking pendulum. The pendulum’s center of mass is at a distance of 3 ft from the pivot point of the pendulum. The scale of the machine is zero degrees in the vertical line and is graduated on both sides from zero. During an impact test, the angle of fall was 90°, and the angle of rise after breaking the specimen was 15°. The energy required to break the specimen is most nearly<br><br>$A\$<br><br>13 ft-lbf<br><br>$B\$<br><br>19 ft-lbf<br><br>$C\$<br><br>29 ft-lbf<br><br>$D\$<br><br>33 ft-lbf","According to the <em>NCEES Handbook</em>, Materials Science/Structure of Matter section, the Charpy test is used to determine the amount of energy required to cause failure in standardized specimen. The principle of a Charpy machine is that the pendulum’s potential energy is lost in causing failure of the test specimen. Use the <em>NCEES Handbook</em>, Dynamics: Potential Energy section to determine the energy. The energy absorbed by the specimen in breaking, Δ<em>U</em>, is equal to the potential energy $PE\$ at the angle at which the pendulum was released $point A\$, minus the PE at the angle the pendulum reached after causing failure of the specimen $point B\$.<br><br>*<em>step 1: </em><em><br><br>Take the point B as the reference plane. The general equation for the height of the pendulum’s center of mass above the reference plane for any angle </em>θ<em> is<br><img src=""000028.png""><br><br></em><em>step 2: </em><em><br><br>Determine the initial energy of the pendulum.<br><img src=""000593.png""><br><br></em><em>step 3: </em><em><br><br>Determine the pendulum energy after breaking.<br><img src=""000221.png""> <br><br></em><em>step 4: </em><em><br><br>Determine the loss of pendulum energy in causing failure of the specimen.<br><img src=""000484.png""><br><br></em>*<em>The answer is $C\$.</em>**","ME_Exam,Problem_47"
"A car weighing 6000 lbf and travelling at a speed of 30 mph crashes into a rigid wall, as shown.<br><img src=""000572.png"">  <br>The car front-end deforms instantaneously so that the car length is reduced by 2 ft, as shown. Assume that the car front end deforms plastically, as shown.<br><img src=""000051.png"">  <br>What, most nearly, is the impact force exerted on the car?<br><br>$A\$<br><br>6.1 kips<br><br>$B\$<br><br>62 kips<br><br>$C\$<br><br>91 kips<br><br>$D\$<br><br>134 kips","In this case, the car’s engine provides the kinetic energy, which is dissipated by the car frontal end getting crushed, and the car length shortens. This is the distance needed to bring the car speed to zero. See the <em>NCEES Handbook</em>, Dynamics: Kinetic Energy and Work sections. Use conservation of energy and the definition of work done.<br><img src=""000535.png""> <img src=""000350.png""> <br><br>*<em>step 1: </em><em><br><br>Convert the car’s speed from mph to ft/sec, using the </em>NCEES Handbook<em>, Units and Conversion Factors section.<br><img src=""000485.png""> <br><br></em><em>step 2: </em><em><br><br>Determine the distance, </em>δ<em>.<br><img src=""000704.png""><br><br></em><em>step 3: </em><em><br><br>Determine the impact force on the car.<br><img src=""000279.png""> <br><br></em>*<em>The answer is $C\$.</em>**","ME_Exam,Problem_48"
"A spring has a stiffness of 8 kips/ft and is carrying a 4 lbf weight. There is no damping device attached to the spring, as shown.<br><img src=""000200.png"">  <br>Assume <em>g</em> = 32 ft/sec2. Which of the following is the equation of motion of the spring?<br><br>$A\$<br><br><em>ÿ</em> \+ 64<em>y</em> = 0<br><br>$B\$<br><br><em>ÿ</em> \+ 32<em>y</em> = 0<br><br>$C\$<br><br><em>ÿ</em> \+ 8<em>y</em>= 0<br><br>$D\$<br><br><em>ÿ</em> \+ 4<em>ẏ</em> \+ 32= 0","See <em>NCEES Reference Handbook</em>, Dynamics: Free and Forced Vibrations. The equation of motion for a single degree-of-freedom vibration system, containing a mass <em>m</em>, a spring <em>k</em>, and a viscous damper <em>c,</em> in terms of <em>y</em>, is<br><img src=""000331.png""> <br><br>*<em>step 1: </em><em><br><br>For an undamped system, damping, </em>c<em> = 0. Therefore, the equation reduces to<br><img src=""000263.png""> <br>Substitute the values of </em>k<em> and </em>m<em> into the differential equation.<br><img src=""000139.png""><br><br></em>*<em>The answer is $A\$.</em>**","ME_Exam,Problem_49"
"Consider a simply supported beam and its shear force $S.F.\$ diagram shown. The beam loading information is not available.<br><img src=""000502.png"">  <br>The maximum bending moment in the beam is most nearly<br><br>$A\$<br><br>0 kN·m<br><br>$B\$<br><br>15,000 kN-m<br><br>$C\$<br><br>20,000 kN·m<br><br>$D\$<br><br>40,000 kN·m","The maximum bending moment occurs at the section where shear force is zero. In this case, the shear force is zero at point C. Therefore, the maximum bending moment is at point C. The change in the bending moment between two points in a beam equals the area of the S.F. diagram between the two points.<br><img src=""000332.png"">  <br>Since the beam is simply supported,<br><img src=""000017.png""> <img src=""000054.png""> <br>**<em>The answer is $C\$.</em>**","ME_Exam,Problem_50"
"A point in a thin metallic plate is under biaxial stress of 100 ksi in the <em>x-</em>direction and 50 ksi in the <em>y-</em>direction, as shown.<br><img src=""000624.png"">  <br>The normal stress at 30° from the minor axis as shown is most nearly<br><br>$A\$<br><br>25 ksi<br><br>$B\$<br><br>35 ksi<br><br>$C\$<br><br>50 ksi<br><br>$D\$<br><br>75 ksi","Use the Mohr Circle method as given in the <em>NCEES Handbook</em>. Draw the circle as shown.<br><img src=""000068.png"">  <br>The circle is drawn with the center on the normal stress. Its center C is located at<br><img src=""000602.png"">  <br>The radius of the Mohr’s circle is<br><img src=""000693.png"">  <br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_51"
"A 1 m long, 20 cm wide, and 20 mm thick aluminum bar is pulled by a 300 kN axial force. The decrease in bar width is most nearly<br><br>$A\$<br><br>1.0 <em>μ</em>m<br><br>$B\$<br><br>36 <em>μ</em>m<br><br>$C\$<br><br>72 <em>μ</em>m<br><br>$D\$<br><br>90 <em>μ</em>m","This problem describes a uniaxial case of Hooke’s law. The bar under tension is shown.<br><img src=""000369.png"">  <br>As the bar elongates, it decreases in width. The decrease in width is a function of lateral strain and the plate width.<br><img src=""000131.png""> <br>The material properties of aluminum are given in the Typical Material Properties table in the Mechanics of Materials section of the <em>NCEES Handbook</em>. From the conversion factors table in the Units and Conversion Factors section of the <em>NCEES Handbook</em><br><img src=""000680.png""> <br><br>*<em>step 1: </em><em><br><br>Determine the Young’s modulus of aluminum, as given in the </em>NCEES Handbook<em>.<br><img src=""000739.png""><br><br></em><em>step 2: </em><em><br><br>Determine cross-sectional area of the bar.<br><img src=""000671.png""><br><br></em><em>step 3: </em><em><br><br>Determine axial stress in the bar.<br><img src=""000321.png""> <br><br></em><em>step 4: </em><em><br><br>Determine the longitudinal strain.<br><img src=""000453.png""><br><br></em><em>step 5: </em><em><br><br>Determine the lateral strain. The </em>NCEES Handbook<em>, Mechanics of Materials: Material Properties section, gives Poisson’s ratio, </em>ν<em>, for aluminum as 0.33.<br><br>The lateral strain is<br><img src=""000035.png""><br><br></em><em>step 6: </em><em><br><br>Determine decrease in width.<br><img src=""000141.png""><br><br></em>*<em>The answer is $C\$.</em>**","ME_Exam,Problem_52"
"A steel bar is placed on top of an identical bar, and then the two are welded together, as shown.<br><img src=""000459.png"">  <br>The weld is adequate, and no slippage can take place during bending. What is the ratio of the combined bar’s bending stiffness after welding to the bending stiffness of the two bars placed one on top of the other before welding?<br><br>$A\$<br><br>2:1<br><br>$B\$<br><br>4:1<br><br>$C\$<br><br>8:1<br><br>$D\$<br><br>16:1","The bars are solid with a rectangular shape. Their stiffness is proportional to the moment of inertia $MOI\$ of the section. For a rectangular section, the MOI is given by<br><img src=""000184.png""> <br>The two bars placed one on the top of the other act independently and noncompositely. Both carry equal loads, and both deflect equally, as shown.<br><img src=""000507.png"">  <img src=""000239.png"">  <br>After welding, the two sections act as a composite section that has a total depth of 2<em>d.</em> Its MOI is given by<br><img src=""000522.png""> <br>The ratio of composite MOI to the noncomposite MOI is 8/2, or 4:1.<br><br>**<em>The answer is $B\$.</em>**","ME_Exam,Problem_53"
"A 12 in outer diameter steel tube has a wall thickness of 1 in. The tube is 10 ft long and is subjected to a torque of 100 ft-kips at its ends. The angle of twist between its ends is most nearly<br><br>$A\$<br><br>0.18°<br><br>$B\$<br><br>0.71°<br><br>$C\$<br><br>1.6°<br><br>$D\$<br><br>3.1°","The angle of rotation of the tube, in radians, is given by<br><img src=""000732.png""> <br>The shear modulus, <em>G</em>, for steel is 11 Mpsi.<br><br>*<em>step 1: </em><em><br><br>Determine the polar moment of inertia, </em>J<em>, for a hollow tube.<br><img src=""000426.png"">  <br>The outer diameter is<br><img src=""000465.png"">  <br>The inner diameter is<br><img src=""000330.png""> <br>The polar moment of inertia is<br><img src=""000260.png"">  <br>Use this value for the polar moment of inertia to calculate the angle of rotation of the tube.<br><img src=""000009.png""><br><br></em>*<em>The answer is $B\$.</em>**","ME_Exam,Problem_54"
"Which of the following is a correct statement?<br><br>$A\$<br><br>The elongation of a bar in the direction of the force is called longitudinal strain.<br><br>$B\$<br><br>Poisson’s ratio is defined as the ratio of longitudinal strain to lateral strain.<br><br>$C\$<br><br>The bulk modulus is defined as the ratio of linear stress to linear strain.<br><br>$D\$<br><br>The volumetric strain is defined as the ratio of change in volume to original volume.","See the <em>NCEES Handbook</em>, Mechanics of Materials section.<br><br>The longitudinal strain is defined as the elongation of a bar per unit length in the direction of the force. Therefore, statement A is incorrect.<br><br>Poisson’s ratio is defined as the ratio of lateral strain to longitudinal strain. Therefore, statement B is incorrect.<br><br>When a body is subjected to a triaxial loading of equal intensity, the ratio of direct stress to the corresponding strain is called bulk modulus. Therefore, statement C is incorrect.<br><br>The volumetric strain is defined as the ratio of change in volume to original volume. Therefore, statement D is correct.<br><br>**<em>The answer is $D\$.</em>**","ME_Exam,Problem_55"
"Two bars, A and B, of equal lengths are joined and act compositely. Bar A has higher modulus of thermal expansion than bar B. When the system temperature is raised, what type of stress will be induced in bar A?<br><br>$A\$<br><br>compressive stress<br><br>$B\$<br><br>tensile stress<br><br>$C\$<br><br>shear stress<br><br>$D\$<br><br>zero stress","As the temperature rises, bar A tends to expand more than bar B, as shown.<br><img src=""000170.png"">  <br>In an unrestrained situation, neither bar would have any induced stress. If they are restrained to expand or contract equally, stresses would be induced in both bars. Bar A is not able to fully expand due to restraint caused by bar B. As such, bar A is in compression, bar B is in tension, and both bars expand equally.<br><br>**<em>The answer is $A\$.</em>**","ME_Exam,Problem_56"
"A crane runway bracket is subjected to combined shear force and bending moment, as shown. The bracket has four 1 in diameter A325 bolts and a 50 ksi steel plate, which are adequate for the load shown.<br><img src=""000665.png"">  <br>The centroid of the bolt assembly and the location properties of the bolts are tabulated.<br>     no. <em>x</em> <em>y</em> <em>x</em>2 <em>y</em>2   1 −3 in 2 in 9 in2 4 in2  2 3 in 2 in 9 in2 4 in2  3 3 in −2 in 9 in2 4 in2  4 −3 in −2 in 9 in2 4 in2     sum 36 in2 16 in2  <br>The total force in bolt 1 is most nearly<br><br>$A\$<br><br>6.4 kips<br><br>$B\$<br><br>12 kips<br><br>$C\$<br><br>23 kips<br><br>$D\$<br><br>29 kips","See the <em>NCEES Handbook</em>, Mechanical Engineering section. The combined shear and moment load is resisted by the four-bolt assembly. The applied system of forces on bolt 1 is shown.<br><img src=""000084.png"">  <br>Determine the resultant of applied forces <em>F</em>1 and <em>F</em><em>  The forces </em>F<em>1 and </em>F<em>2 are shown in the </em>NCEES Handbook<em> in its fastener groups force diagram. Consider downward force as negative.<br><br></em><em>step 1: </em><em><br><br>The magnitude of direct shear force on each bolt due to </em>P<em> is<br><img src=""000271.png""> <br>The force acts in the same direction to the applied load, </em>P<em>.<br><br></em><em>step 2: </em><em><br><br>Resolve the applied bending moment to the system of shear forces on the bolts. The magnitude of shear force due to moment </em>M<em> is<br><img src=""000726.png"">  <br>For convenience, resolve the force </em>F<em>2 in the </em>x<em>- and </em>y<em>-directions.<br><img src=""000610.png""> <br>Determine distance </em>r<em> between the bolts and the centroid using the table given in the problem statement.<br><img src=""000299.png""> <br>The directions of the forces are shown.<br><img src=""000217.png""> <br><br></em><em>step 3: </em><em><br><br>Determine the resultant force using the vector method given in the </em>NCEES Handbook<em>, Statics section. The total shear force on a bolt is the vector sum of the two forces.<br><img src=""000580.png""> <br>The resultant shear on bolt 1 is<br><img src=""000566.png""><br><br></em>*<em>The answer is $B\$.</em>**","ME_Exam,Problem_57"
