"Consider the ladder shown.
  
Assume zero friction between the ladder and wall. The minimum coefficient of friction needed at the floor for a 200 lbf person to safely use the ladder is most nearly

$A$

0.2

$B$

0.3

$C$

0.4

$D$

0.5","The position of the applied load <em>W</em> is not given. The load can be applied anywhere between points A and B to determine the controlling condition. For the ladder to be in equilibrium, three conditions must be met, as given in the *NCEES Handbook*.
 
For the general condition, when both the wall and floor can develop friction and the load is located at a distance *x,* the reactions are as shown.
  

**step 1: **

Apply the three conditions to the forces shown.
 

**step 2: 

It is known that *μ*<em>w</em> = 0. Simplify the above equilibrium conditions.
 

**step 3: 

Solve for *μ*<em>f</em>.


**step 4: 

The above relationship shows that the required friction factor depends on the horizonal distance of the applied weight. It is zero when the applied load is at point B, and it is at its maximum when the load is at point A. At its maximum, the friction factor is
 
Thus, the minimum coefficient of friction needed at the floor to keep the ladder stable is 0.5.

***The answer is $D$.***","ME_Exam,Problem_38",000102.png,000520.png,,
"A cantilever is carrying a point load as shown.
  
The moment at support A is most nearly

$A$

24 kN·m $ccw$

$B$

28 kN·m $ccw$

$C$

36 kN·m $ccw$

$D$

49 kN·m $cw$","Resolve the applied load <em>F</em> at point C into its <em>x</em>- and <em>y</em>-components as shown.
   
Move the force system from C to B. Use the principle that any force acting at point C can be moved to point B provided that a couple is added with a moment equal to the moment of <em>F</em> about B.
  
Let counterclockwise moments be positive. The associated moment is
 
Similarly, move the force system from B to A.
  
The resulting moment at support A is calculated as
  
***The answer is $B$.***","ME_Exam,Problem_39",000770.png,000291.png,,
"A stone is dropped from a cliff top. The stone is seen hitting the ground 2.9 s later. Neglect air resistance to the stone. The cliff height above ground is most nearly

$A$

12 m

$B$

32 m

$C$

41 m

$D$

55 m","The stone’s initial velocity, <em>u</em>, is zero. The following information is given.
 
Determine the distance traveled, <em>s</em>, as
  
***The answer is $C$.***","ME_Exam,Problem_40",,000608.png,,
"A concrete block weighing 145 lbf is resting on a concrete floor. The bearing surface of the block is 11 in square. The coefficient of friction is 0.7. The minimum force needed to slide the block is most nearly

$A$

82.5 lbf

$B$

102 lbf

$C$

145 lbf

$D$

173 lbf","Given:
  
Determine the impending sliding force as
  
***The answer is $B$.***","ME_Exam,Problem_41",,000153.png,,
"A constant torque of 0.1 N·m is applied to an initially stationary flywheel with a moment of inertia of 3.14 kg·m2. At the end of its tenth revolution, the speed of the flywheel is most nearly

$A$

1 rad/s

$B$

2 rad/s

$C$

3.14 rad/s

$D$

31.4 rad/s","The change in kinetic energy is the work done in accelerating the flywheel from *ω*1 to *ω**  The work-energy formula is
 
Given:
  
Therefore, *ω*1 = 0.
  
***The answer is $B$.***","ME_Exam,Problem_42",,000376.png,,
"A car weighs 6000 lbf and is traveling east at 30 mph when it collides head on with a 15,000 lbf truck traveling west at the same speed. After the collision, the vehicles stick together. Momentum is conserved during the collision. The vehicles’ common velocity after the crash is most nearly

$A$

8 mph to the west

$B$

10 mph to the west

$C$

13 mph to the west

$D$

14 mph to the west","This is a plastic case wherein the vehicles stick together after the collision. Use the impact equation for conservation of momentum given in the Dynamics section of the *NCEES Handbook*.
 
In this case, the velocities are equal but in opposite directions. Therefore, v2 *=* –v1. Assume the eastbound velocity $v1$ is positive.
 
***The answer is $C$.***","ME_Exam,Problem_43",,000151.png,,
"A 4 lbf weight stretches a spring 6 in over its natural length. The undamped natural frequency of the spring vibration is most nearly

$A$

6 rad/sec

$B$

2*π* rad/sec

$C$

4√3 rad/sec

$D$

8 rad/sec","Use units of ft-lbf. The spring undamped frequency, *ω*<em>n</em>, can be determined in terms of the static deflection of the system, *δ*st.
 
The stiffness, <em>k</em>, is the force required to stretch a spring per unit length.

Use the static spring-displacement formula for constant force given in the Dynamics section of the *NCEES Handbook*.
 
Since <em>mg</em> = <em>W</em>, the formula reduces to
      
***The answer is $D$.***","ME_Exam,Problem_44",,000270.png,,
"A baseball with a mass of 149 g travels at 30 m/s and is caught by a player and brought to rest in 0.1 sec. The average force applied to bring the ball to rest is

$A$

9.81 N

$B$

44.7 N

$C$

149 N

$D$

194 N","The average force equals the change in momentum per unit time. It is expressed as
 
In this case, the ball decelerated to a complete stop $v2 = 0$.
 
Therefore,
 
***The answer is $B$.***","ME_Exam,Problem_45",,000160.png,,
"An asphalt pavement roller has a mass of 10,000 kg. Its wheels have a radius of gyration of 0.5 m and a mass of 5000 kg each. The diameter of each wheel is 1.1 m. The roller moves at a speed of 10 km/h. The total kinetic energy of the roller is most nearly

$A$

15,000 N·m

$B$

30,000 N·m

$C$

40,000 N·m

$D$

70,000 N·m","The total kinetic energy $KE$ of a roller includes its KE of translation and KE of rotation.
 
The kinetic energy of translation $motion$ depends on the mass of the entire body in motion and its velocity.
   
The kinetic energy of rotation depends on the mass moments of inertia of the rotating parts and their angular velocity. In this problem, the masses of the front-axle wheel and rear-axle wheel and their angular velocities are equal.
  
The wheel radius is
  
The angular velocity is
     
***The answer is $D$.***","ME_Exam,Problem_46",,000064.png,,
"A vehicle weighing 10,000 lbf traveling at 60 mph comes to a stop without skidding. The wheelbase and center of gravity of the vehicle are shown.
  
The deceleration is 13 ft/sec2. The coefficient of friction, *μ*, between the road and the vehicle is most nearly

$A$

0.2

$B$

0.4

$C$

0.8

$D$

1.0","The deceleration, *a,* and coefficient of friction, *μ*, are related as
  
Determine the coefficient of friction, *μ*, between the road and the vehicle as
  
***The answer is $B$.***","ME_Exam,Problem_47",000267.png,000472.png,,
"An impulse force acts on a 100 kg mass sitting on an inclined plane with a slope of 3/4 as shown.
  
The impulse force is zero at 0 s and increases by 400 N/s.
  
The coefficient of friction between the block and the sloping surface is 0.2. The time it takes for the block to start moving is most nearly

$A$

0 s

$B$

1.33 s

$C$

1.87 s

$D$

9.81 s","In order for the block to move up the slope, the applied force must overcome two resisting forces: friction and gravity. Since the applied force is zero when time is zero, the block will start moving sometime later. Let time <em>t</em>1 be the moment that the block starts to move. The block’s velocity will increase with time, as shown.
  

**step 1: **

Use the *NCEES Handbook*, Dynamics section. Draw a free-body diagram of the forces acting on the block, resolving the forces in the <em>x</em>- and <em>y</em>-directions.
  
Calculate the tangential force, <em>F</em><em>x</em>, and the normal force, <em>N</em>, as
   
Calculate the friction force between the block and the sliding surface as
 
The force-time diagram shows that the applied force increases linearly with time. The impending motion of the block will initiate when the applied force equals the sum of resisting forces.
 

***The answer is $C$.***","ME_Exam,Problem_48",000104.png,000490.png,,
"A three-rod mechanism A-B-C-D is shown.
  
The rod AB is rotating at an angular speed of 10 rad/sec. The linear velocity at point B is most nearly

$A$

5.0 ft/sec

$B$

7.1 ft/sec

$C$

35 ft/sec

$D$

71 ft/sec","See the instantaneous center $IC$ method given in the Dynamics section of the *NCEES Handbook*. The rod AB rotates about point A, and the rod CD rotates about point D. The rod BC rotates about its IC, located at C as shown.
  
Determine the linear velocity at point B, v<em>B</em>, as
 
***The answer is $D$.***","ME_Exam,Problem_49",000422.png,000588.png,,
"A steel bar is pulled by a 300 kN axial force. The bar is 1 m long and has a diameter of 3 cm. Its elongation is most nearly

$A$

1 mm

$B$

2 mm

$C$

5 mm

$D$

7 mm","The material properties of steel are given in the Typical Material Properties table in the Mechanics of Materials: Material Properties section of the *NCEES Handbook*. From the Units and Conversion Factors table of the *NCEES Handbook*,
 
The Young’s modulus of steel is
 
The cross-sectional area of the bar is
 
The elongation of the bar, Δ<em>L</em>, is
  
***The answer is $B$.***","ME_Exam,Problem_50",,000172.png,,
"A 1 in diameter bolt resists a 16 kips force as shown.
  
The shear stress in the bolt is most nearly

$A$

7.5 ksi

$B$

10 ksi

$C$

15 ksi

$D$

20 ksi","The bolt is in double shear. The bolt shear is distributed over two cross-sectional areas of the bolt.
 
Determine the shear stress, *τ*, in the bolt as
 
***The answer is $B$.***","ME_Exam,Problem_51",000246.png,000779.png,,
"A 6 cm square, 2 m long steel bar is loaded concentrically. The bar’s ends are pinned. Its buckling capacity is most nearly

$A$

53 kN

$B$

150 kN

$C$

530 kN

$D$

1500 kN","<em>I</em> is the moment of inertia of the section about its weak axis $i.e., the <em>y</em>-axis$. Determine the moment of inertia of a rectangular section bending about its <em>y</em>-axis, as given in the Statics section of the *NCEES Handbook*.
  
The modulus of elasticity for steel is
  
For a pinned column loaded concentrically, use the Euler equation to determine the buckling capacity, <em>P</em>cr.
 
***The answer is $C$.***","ME_Exam,Problem_52",,000166.png,,
"A metallic surveying tape is calibrated at 68°F. The tape is used in the field when the temperature is 98°F. The modulus of thermal expansion of the tape material is 0.0000065 in/in-°F. The measured distance is 3001.20 ft. The true distance is most nearly

$A$

2999.32 ft

$B$

3000.61 ft

$C$

3001.79 ft

$D$

3003.08 ft","The following information is given.
    
Determine the error induced as
 
Due to the high temperature, the tape expanded 0.59 ft. Therefore, the measured length is less than the true length. The true distance is calculated as
  
***The answer is $C$.***","ME_Exam,Problem_53",,000509.png,,
"A simply supported beam carries a uniformly distributed load $UDL$ over its entire span. The UDL is replaced by a concentrated load, <em>P</em>, that equals the UDL in magnitude; the location of the load <em>P</em> coincides with the center of gravity $CG$ of the UDL. Which forces remain the same for the beam under both loadings?

$A$

External forces

$B$

Internal forces

$C$

Deflections

$D$

None of the above","The external forces consist of the vertical reactions at beam supports. From statics, the UDL and the concentrated load, <em>P</em>, are equal in magnitude, and their centers of gravity coincide. As such, both loadings have their CGs at the midspan of the beam. Therefore, the beam reactions are equal for both loadings. Option A is correct.

The shear force and bending moments in the beam across the span are the internal forces. The internal forces are unique to the type of loading. See the *NCEES Handbook*, Mechanics of Materials: Simply Supported Beam Slopes and Deflections. This table shows that the maximum bending moment induced by a concentrated load <em>P</em> is twice the bending moment induced by the same total load distributed over the beam span. Similarly, the deflection profiles under the loading differ substantially. Therefore, options B and C are incorrect.

***The answer is $A$.***","ME_Exam,Problem_54",,,,
"A simply supported beam is shown.
  
Which of the following is the corresponding shear force diagram?

$A$

 

$B$

 

$C$

 

$D$

","For the shear force and bending moment sign convention, use the convention given in the *NCEES Handbook*, Mechanics of Materials: Beams.

The beam loading is symmetrical and, therefore, the reactions at supports A and C are equal. The shear force at any section is defined as the sum of the reaction and applied forces on the left of the section. To determine the shear force at any point along the beam span, consider the left support A as a reference point, and select the section at any distance between A and B.

1.  
The shear force at the left support A equals the support reaction.

2.  
The shear force at the section between A and B is the sum of the support reaction at A and the applied loads. As the applied uniformly distributed load is in the direction opposite to the reaction, the shear force at all sections between A and B would decrease linearly. Therefore, options A, B, and C are incorrect.

3.  
The concentrated load at point B acts downward. The shear force is defined as the sum of the support reaction at A and the applied loads, so the shear force at midspan has a sharp drop, as shown in the option D.

4.  
By symmetry, the shear force diagram for the right side of the span, CB, is the mirror image of the shear force in the left side of the span, AB, except for the sign.

As given in the *NCEES Handbook*, the shear force is considered positive if the right portion of the beam tends to shear downward with respect to the left. In this case, the right portion of the beam tends to shear downward with respect to the left. Therefore, the shear force diagram option D has the proper sign convention.

***The answer is $D$.***","ME_Exam,Problem_55",000042.png,,,
"Consider a two-span beam as shown. The beam has two equal spans which carry a uniformly distributed load $UDL$ of 3 N/m. The maximum moment in a propped cantilever under a UDL is <em>wL</em>2/8.
  
The bending moment of the beam at its central support is

$A$

0 N·m

$B$

120 N·m

$C$

150 N·m

$D$

600 N·m","The beam has two equal spans and is subjected to a UDL. The beam slope at the central support A is zero due to the symmetry of geometry and loading. Because the middle support A does not rotate, it can be considered as fixed. Therefore, the two-span beam can be visualized as two single-span propped cantilevers, as shown.
  
The moment at the fixed end A of a propped cantilever, as given in the problem statement, is
 
***The answer is $C$.***","ME_Exam,Problem_56",000728.png,000521.png,,
"A 1 in diameter and 3 ft long bar specimen of a low steel alloy with a yield stress of 36 ksi is tested under tension to an elongation of 0.20 in and then unloaded. The steel behavior during the test is elastic-plastic. The permanent elongation of the bar is most nearly

$A$

0 in

$B$

0.0452 in

$C$

0.155 in

$D$

0.275 in","For steel, <em>E</em> = 29,000 ksi. For a 36 ksi yield stress, the yield strain, *ε*<em>y</em>, is calculated as
  
Substitute the value of yield strain, *ε*<em>y</em>, to determine the elongation at yield, Δ<em>L</em><em>y</em>, as
  
Since specimen elongation is greater than yield elongation, the specimen went into its plastic range, causing permanent elongation. Determine the permanent elongation of the bar in inches as
 
***The answer is $C$.***","ME_Exam,Problem_57",,000412.png,,
"A 200 mm diameter steel shaft is 6 m long and bears a uniformly distributed load of 250 N/m as shown.
  
Neglecting self-weight, the shaft’s maximum bending stress is most nearly

$A$

0.0014 MPa

$B$

0.14 MPa

$C$

1.4 MPa

$D$

14 MPa","The shaft is carrying a uniformly distributed load $UDL$ of 250 N/m $0.25 kN/m$. The bending moment under a UDL occurs at midspan as shown. The bending moment is
    
The maximum bending stress of a shaft section with moment <em>M</em> is
  
In this equation, <em>c</em> is
 
The moment of inertia, <em>I</em>, is
  
Substitute <em>I</em> and <em>c</em> into the equation to determine the maximum bending stress of a shaft section *σ*max with moment <em>M</em>.
  
***The answer is $C$.***","ME_Exam,Problem_58",000639.png,000421.png,,
"The radius of a Mohr’s circle is equal to

$A$

sum of two principal stresses

$B$

difference of two principal stresses

$C$

one-half the sum of two principal stresses

$D$

one-half the difference of two principal stresses","See the *NCEES Handbook*, Mechanics of Materials: Mohr’s Circle section. The radius is best determined by using the principal stress values along the horizontal axis where the shear stress component is zero. The Mohr’s circle’s diameter along the <em>x</em>-axis equals the difference between the principal stresses. Therefore, the radius of a Mohr’s circle is equal to one-half the difference of two principal stresses.

***The answer is $D$.***","ME_Exam,Problem_59",,,,
"A point in a thin metallic plate is under biaxial stress of 100 ksi in the *x-*direction and 50 ksi in the *y-*direction, as shown.
  
The shear stress at 30° from the minor axis is most nearly

$A$

12 ksi

$B$

22 ksi

$C$

25 ksi

$D$

76 ksi","Use the Mohr circle method as given in the *NCEES Handbook*. Draw the circle as shown.
  

**step 1: **

Draw the circle with the center on the normal stress. Its center is located at


**step 2: 

The radius of the Mohr’s circle is
 
The maximum shear stress equals the radius of the Mohr’s circle, and it occurs on a plane where angle *θ* = 45° or 2*θ* = 90°.

**step 3: 

Through C, draw a line, CP, making an angle 2*θ* $= 60°$ with the minor $<em>y</em>-$ axis. Draw a line, PQ, perpendicular to the <em>x</em>-axis. The distance PQ on the <em>y</em>-axis is the shear stress on the inclined plane.
 

***The answer is $B$.***","ME_Exam,Problem_60",000072.png,000052.png,,
"Which statement regarding the standard oxidation potential for corrosion reaction of a metal is NOT correct?

$A$

It signifies the rate at which corrosion is taking place.

$B$

It is expressed in volts.

$C$

A method is available to measure its absolute value.

$D$

A metal with a higher oxidation potential corrodes at a higher rate.","The standard oxidation potential for corrosion reaction for a metal has the same magnitude as its electrode potential. However, its sign is reversed. It signifies the rate at which corrosion takes place and is expressed in volts. A metal with higher oxidation potential corrodes at a higher rate. However, no method is available to measure the absolute value of the potentials. Hence, the potentials are measured under standard conditions with reference to a standard hydrogen electrode.

***The answer is $C$.***","ME_Exam,Problem_61",,,,
"The stress-strain diagram of a material is shown.
  
The yield strength of the material is 60 ksi, and the associated strain is 0.002. The modulus of resilience of the material is most nearly

$A$

12 psi

$B$

60 psi

$C$

120 psi

$D$

600 psi","The strain energy of an element at its yield point is called the modulus of resilience of the material. It is equivalent to the work done by the load. Mathematically, it is defined as the area under the stress-strain diagram up to the yield point. For linearly elastic materials, it is the area of a right-angled triangle, as shown shaded in the stress-stress diagram.
  
Yield stress and yield strain are given.
  
Calculate the modulus of resilience as
 
***The answer is $B$.***","ME_Exam,Problem_62",000684.png,000468.png,,
"A high-strength steel element with an ultimate strength of 1500 MPa is subjected to an alternating stress. No test data is available. The estimated endurance of the element is most nearly

$A$

70 MPa

$B$

140 MPa

$C$

700 MPa

$D$

1500 MPa","See the *NCEES Handbook*, Mechanical Engineering: Endurance Limit for Steels. For steels with ultimate strength, <em>S</em><em>ut</em>, greater than 1400 MPa, the estimated endurance limit, <em>S</em> ′<em>e</em>, is 700 MPa.

***The answer is $C$.***","ME_Exam,Problem_63",,,,
"Which of the following statements regarding the uniaxial stress-strain relationship of metals is NOT correct?

$A$

The slope of the linear portion of the curve equals the modulus of elasticity.

$B$

For nonlinear materials, the stress at 0.2 percent strain offset is called the yield strength.

$C$

The engineering stress is defined as the load divided by the initial cross-sectional area.

$D$

The true stress is defined as the average of the yield stress and the ultimate stress.","In elastic range, the stress is proportional to the strain. The stress-strain relationship is linear, and its slope is called the modulus of elasticity. Therefore, option A is true. In cases in which there is no well-defined yielding point, the yield strength is defined at the 0.2% strain offset. To determine the yield strength, draw a line at 0.2% strain, running parallel to the initial stress-strain curve. The intersection of the line and the stress-strain curve is defined as the yield stress of the material, as shown.
  
Options A, B, and C are true and are given in the Uniaxial Stress-Strain section of the *NCEES Handbook*. The true stress of a metal is
 
True stress differs from the engineering stress as the cross-sectional area reduces and “necks” after yielding.

***The answer is $D$.***","ME_Exam,Problem_64",,000177.png,,
"A fiberglass composite is manufactured using the following components.
      e-glass fibers epoxy    volume 70% 30%  modulus of elasticity 70.5 GPa 6.85 GPa  
A sample of the material is taken and loaded uniaxially. Assuming all fibers in the sample are aligned parallel to the line of load, the percentage of load carried by the matrix is most nearly

$A$

4.0%

$B$

12%

$C$

21%

$D$

38%","See the *NCEES Handbook*, Material Science section. When the load is applied to an aligned fiber-reinforced composite parallel to the fibers, both matrix and fibers deform equally. This is known as isostrain condition and is expressed as
  
Under isostrain condition, say, strain *ε* = 1, the portion of load carried by the matrix component is determined as
  
***The answer is $A$.***","ME_Exam,Problem_65",,000183.png,,
"A solution is composed of iron and 0.28% carbon. What, most nearly, is the amount and composition of primary *α* phase just above the eutectoid isotherm?

$A$

0%

$B$

35%

$C$

65%

$D$

77%","See the *NCEES Handbook*, Material Science section, Iron-Iron Carbide Phase Diagram, and use the lever rule. The eutectoid isotherm pertains to 727°C.

The abscissa in the diagram extends only to 6.7%, rather than 100%. In this material, one carbon atom bonds with three iron atoms by weight to form iron carbide. Thus, 6.7% of carbon corresponds to 100% iron carbide. At 0.77% carbon and 727°C, the phase changes.

At a temperature just higher than 727°C, austenite will have a carbon content of 0.77%, and it will transform to pearlite. The austenite consists of grains of uniform material that were formed when the steel was cooled from a liquid to a solid. For 0.28% carbon in iron carbide, use the lever rule to determine the proportions.

Primary *α*\+ carbide: 0.02% carbon.
    
Calculation check: The constituents add up to 100%.

***The answer is $C$.***","ME_Exam,Problem_66",,000255.png,,
"Which of the following combinations of metals is used to manufacture Y alloy?

$A$

copper and zinc

$B$

copper and tin

$C$

copper, tin, and zinc

$D$

aluminum, nickel, copper, and magnesium","Copper-zinc alloys are called <em>brasses</em>. Copper-tin alloys are called <em>bronzes</em>. Copper-tin-zinc alloy is also called *gun metal*. Therefore, options A, B, and C are incorrect.

Y alloy is a nickel-containing aluminum alloy. It was a part of an experimental study to develop a new aluminum alloy to retain its strength at high temperatures in applications such as the aircraft engines. Generally, its composition is
     Aluminum 92.5%  Copper 4.0%  Nickel 2.0%  Magnesium 1.5%  
***The answer is $D$.***","ME_Exam,Problem_67",,,,
"Oil flows through a pipe at a velocity of 10 m/s. The specific gravity is 2.0, and the kinematic viscosity is 0.0003 m2/s. For a 2.54 cm diameter pipe, the Reynolds number of the oil is most nearly

$A$

2.5

$B$

280

$C$

850

$D$

10,000","The pipe diameter, <em>D</em>, is 2.54 cm, or 0.0254 m. See the *NCEES Handbook*, Fluid Mechanics section, for the definition of Reynolds number. Use the kinematic viscosity and flow velocity to calculate the Reynolds number. It is a dimensionless number and is expressed as
  
***The answer is $C$.***","ME_Exam,Problem_68",,000800.png,,
"Water flows from tank A to tank B using the pipe system as shown.
  
What is the difference in the hydraulic heads of the tanks?

$A$

15 ft

$B$

20 ft

$C$

40 ft

$D$

45 ft","The hydraulic head, or total head, is a measure of the potential of fluid at the measurement point from a datum. The difference in the hydraulic heads between two points in the difference in the hydraulic energy between the points. In this case, the difference in the hydraulic heads of the tanks head is the difference between the elevations of the water surface levels of the tanks.
 
***The answer is $B$.***","ME_Exam,Problem_69",000087.png,000014.png,,
"Water enters the piping system at point A in a 10 in diameter pipe at the volumetric flow rate of 10 ft3/sec, as shown. All pipes are laid horizontal.
  
A rigid block is placed at joint B to stop pipe AB from moving. The force, <em>F</em>, exerted by water against the block is most nearly

$A$

110 lbf

$B$

350 lbf

$C$

2200 lbf

$D$

12,000 lbf","Use Newton’s second law, given in the Particle Kinetics section of the *NCEES Handbook.*
  
*Ẇ* is the weight of the fluid flow per second. Using the *NCEES Handbook* notation provided in the Fluid Mechanics section, the resultant force in a given direction on water is the rate of change of the momentum of the water.
  
Since water density and flow rate remain unchanged after the impact,
  
Therefore,
 

**step 1: **

After impact, the water flow in the 10 in diameter pipe splits into two directions so that the velocity of water in the 10 in diameter pipe in the AB direction is destroyed. Therefore, the impact force equation reduces to
 

**step 2: 

Calculate the velocity of the water in the 10 in diameter pipe. The flow rate is
 
The cross-sectional area of the pipe is
 
The water velocity is


**step 3: 

Determine the unit weight of water. Use the *NCEES Handbook*. The unit weight of water is given in the Units and Conversion Factors section and in the Thermodynamics: Thermal and Physical Property Tables $at room temperature$, as 62.4 lbm/ft3. The table Properties of Water $English Units$ in the Fluid Mechanics section shows that the unit weight of water varies with its temperature. Since no water temperature is provided in the problem statement, use water specific weight, <em>w</em>, of 62.4 lbm/ft3.

**step 4: 

Determine the force exerted by water on the lock.


***The answer is $B$.***","ME_Exam,Problem_70",000116.png,000711.png,,
"A 12 in diameter pipe is used to carry water at a flow rate of 3 ft/sec from reservoir A to reservoir B, as shown. Separation of dissolved gases occurs at an absolute pressure of 8 ft of water, and the change in the water level in each tank is negligible. Assume full pipe flow, an entry loss of 1.0 ft, and an exit loss of 0.1 ft. The pipe friction loss between points A and C is 15 ft, and the barometric pressure is 30 in of mercury $or 34 ft of water$.
  
The maximum height, <em>h</em>, that can be used for siphoning is most nearly

$A$

0 ft

$B$

5.0 ft

$C$

9.8 ft

$D$

14 ft","The maximum height, *h,* that can be used in siphoning is limited by the absolute pressure needed to avoid separation of dissolved gases. In this case, separation occurs at an absolute pressure of 8 ft of water head, which is less than the atmospheric pressure of 34 ft of water. The difference can be used to raise the pipe elevation above point A. Applying Bernoulli’s energy equation to points A and C, the energy at point A = energy at point C \+ losses between A and C.
 
Express the height as the difference between the heights of point C and point A.
 
In order to maximize the siphoning height, <em>h</em>, the water pressure at point C should be reduced as much as possible without causing separation of the gases from the water. The water velocity at point A is practically zero $v<em>A</em> = 0$, and at point C it is 3 ft/sec. The pipe friction loss and entry loss are given. Therefore, the energy equation reduces to
   
***The answer is $C$.***","ME_Exam,Problem_71",000301.png,000219.png,,
"A spherical air balloon having a 1 m diameter is propelled up into the air at a speed of 3.4 m/s. The air temperature is 40°C, and the air properties are
 
The drag force on the balloon is most nearly

$A$

1.0 N

$B$

2.0 N

$C$

3.0 N

$D$

4.0 N","The drag force depends on the air density and the speed. The drag force expression given in the *NCEES Handbook* is
 
The drag coefficient, <em>C</em><em>D</em>, depends on the Reynolds number and can be determined using the graph Drag Coefficient for Spheres, Disks, and Cylinders, given in the *NCEES Handbook*, Fluid Mechanics section.
 
From the graph $using cylinder curve$, drag coefficient <em>C</em><em>D</em> = 0.4.
 
***The answer is $B$.***","ME_Exam,Problem_72",000537.png,000457.png,,
"Air is flowing from a reservoir to the atmosphere through a nozzle as shown.
  
At the throat, the nozzle area is 1.20 in2, and the Mach number is 1. Assume isentropic flow and ideal gas relations. The air velocity at the exit point is specified to be 5 Ma. What, most nearly, is the nozzle area at the exit?

$A$

3.5 in2

$B$

12 in2

$C$

25 in2

$D$

30 in2","The isentropic process is a special case of an adiabatic process in which there is no transfer of heat or matter. See the *NCEES Handbook*, Isentropic Flow Relationships section. Air is compressible, and the figure shows a convergent-divergent nozzle. The problem describes a supersonic flow so that the velocity increases as the flow cross-sectional area increases.

To determine the area at exit point, determine the ratio of the exit area to the throat area $<em>A</em>\*$ using the equation.
  
The factor <em>k</em> is 1.4 for air. The air velocity at the exit is specified as 5 Ma. Substituting the values, the equation becomes
 
***The answer is $D$.***","ME_Exam,Problem_73",000188.png,000335.png,,
"A torque of 2 N·m is needed to rotate the cylinder shown at 1000 rad/s.
  
Assuming thin Newtonian film and linear velocity profile, the viscosity at the interface is most nearly

$A$

0.041 N·s/m2

$B$

0.083 N·s/m2

$C$

0.48 N·s/m2

$D$

3300 N·s/m2","The words <em>torque</em> and <em>torsion</em> are used interchangeably. From the *NCEES Handbook*, Mechanics of Materials section, by definition the torsion or torque, <em>T</em>, is the shear stress multiplied by the area and lever arm.

**step 1: **

Determine the area.


**step 2: 

Determine the lever arm.


**step 3: 

Use the torque equation to determine shear stress, *τ*. Torque is defined as
  
It is given that the applied torque is 2 N·m. Therefore,
  
Determine shear stress.


**step 4: 

Use the Newtonian fluid film formula to determine viscosity. Since the shear stress at the interface is caused by the viscosity of the fluid, use the *NCEES Handbook*, Stress, Pressure, and Viscosity section. The shear stress and viscosity are related.
 
For Newtonian fluid film, simplify the above equation.


**step 5: 

The shaft is rotating with an angular velocity, *ω*. Convert the angular velocity to linear velocity.
  
The viscosity is
 

***The answer is $B$.***","ME_Exam,Problem_74",000361.png,000417.png,,
"A pumping system is needed to lift water 100 ft from one reservoir to the other as shown.
  
The reservoirs are connected by 1000 ft long, 6 in diameter pipe. The pipe’s friction factor, <em>f</em>, is 0.0198. The system head curve is a parabola of the form
 
Using ft-sec units, what are the coefficients <em>a</em> and <em>b</em>, rounded to the nearest integer? *   * Enter your response in the blank.","A system head curve is defined as the relation between flow and head required in a fixed hydraulic network. The equation is written on the total system, excluding the pump. The pump must overcome pressure, velocity, elevation, and friction both upstream and downstream to lift the water from reservoir 1 to reservoir 2.

The head demand for the system is the difference between the energy levels at points 1 and 2. For energy equation, see *NCEES Handbook*, Principles of One-Dimensional Fluid Flow: Energy Equation section.

The energy equation for steady incompressible flow with no shaft device is
  
When a pump is added to lift the water elevation to point 2, the system head demand is
  

**step 1: **

To solve the problem, use system properties to simplify the general equation.
 

**step 2: 

The friction coefficient <em>f</em> is given as 0.0198. The head loss due to friction is
 
The pipe diameter and area of cross section are
  
Therefore, the system head demand is


***The answer is 100 \+ 16Q2.***","ME_Exam,Problem_75",000707.png,000666.png,,
"A pump has the following operating characteristics.
     Rotational speed $rpm$ 1500   Efficiency 70%  Discharge $gpm$ 670  Head $ft$ 65 
The same pump is required to deliver water at a head of 100 ft at the same efficiency. The required horsepower is most nearly

$A$

10 hp

$B$

20 hp

$C$

30 hp

$D$

60 hp","Convert gallons of water into lbf. See the *NCEES Handbook*, Units and Conversion Factors section.
 

**step 1: **

See the *NCEES Handbook*, Pump Power Equation section, and convert water discharge to power.
 
See the *NCEES Handbook*, Performance of Components section, for scaling laws for pumps. The pump’s power requirement depends on the pump’s rotor speed.

**step 2: 

For rotational speed scaling from pump 1 to pump 2, apply the relation
  
Apply the pump properties.
 

**step 3: 

Apply the power scaling relation.
 

***The answer is C.***","ME_Exam,Problem_76",,000737.png,,
"A nozzle of 1 in diameter delivers a stream of water at a velocity of 300 ft/sec impinging on a vane which moves at a velocity of 100 ft/sec and deflects the jet 60°.
  
The horsepower of the turbine is most nearly

$A$

1.6 hp

$B$

3.2 hp

$C$

32 hp

$D$

60 hp","Use the *NCEES Handbook*, The Impulse-Momentum Principle: Deflectors and Blades section, for a moving blade. The force exerted by the jet in the <em>x</em>-direction is
 
The above equation is based on the principle
 
Calculate the relative velocity with the vane moving.
  
The discharge rate from the pipe is
 
If the force is to be measured in pounds, the mass must be in slugs.

Mass flow rate per second is
 
The force in the <em>x</em>-direction is
 
To compute the power of the turbine in horsepower units, use the factor in *NCEES Handbook*, Units and Conversion Factors section.
  
***The answer is $D$.***","ME_Exam,Problem_77",000630.png,000650.png,,
